Class,Subject,Term,Medium,Tamil_Term,English_Term,Needs_Human_Review
Class 8,Science,Full Year,English,எதிர்மினவாய்,Cathode,True
Class 8,Science,Full Year,English,உலக வெப்ப ப்பமயமாதல்,Global warming,False
Class 8,Science,Full Year,English,மின்துகள்,Charge,True
Class 8,Science,Full Year,English,நறகடத்தி,Good conductor,True
Class 8,Science,Full Year,English,வேதிச்சமனபாடு,Chemical equation,True
Class 8,Science,Full Year,English,பசுமை இல்ல விளைவு,Green house effect,False
Class 8,Science,Full Year,English,வேதிவாய்பாடு,Chemical formula,True
Class 8,Science,Full Year,English,கடின நீர்,Hard water,True
Class 8,Science,Full Year,English,நுண் கேசஙகள்,Cilia,True
Class 8,Science,Full Year,English,பாரம்பரியவிதை,Heirloom seed,True
Class 8,Science,Full Year,English,அழுத்தப்பட்ட ப்பட்ட இயற்கைவாயு,CNG,False
Class 8,Science,Full Year,English,கிடைமட்டம்,Horizontal,True
Class 8,Science,Full Year,English,நிலக்கரி வாயு,Coal gas,True
Class 8,Science,Full Year,English,பிளக்க முடியாத,Indestructible,True
Class 8,Science,Full Year,English,கல�ோரிமானி,Colorimeter,True
Class 8,Science,Full Year,English,நிறஙகாட்டி,Indicator,True
Class 8,Science,Full Year,English,இறுக்கஙகள்,Compressions,True
Class 8,Science,Full Year,English,தூணடல்,Induction,True
Class 8,Science,Full Year,English,ஒடுக்குதல்,Condensation,True
Class 8,Science,Full Year,English,குற்றொலி,Infrasonic,True
Class 8,Science,Full Year,English,கடத்துதல்,Conduction,True
Class 8,Science,Full Year,English,உட்கொள்ள் ள,Ingeste,True
Class 8,Science,Full Year,English,பாதுகாப்பு,Conservation,True
Class 8,Science,Full Year,English,கனிம அமிலம்,Inorganic acid,True
Class 8,Science,Full Year,English,வெப்பச்சலனம்,Convection,True
Class 8,Science,Full Year,English,இரும்புத் தாதுக்கள்,Iron ores,True
Class 8,Science,Full Year,English,பள்ளஙகள்,Craters,True
Class 8,Science,Full Year,English,நீர்ப் பாசனம்,Irrigation,True
Class 8,Science,Full Year,English,பயிர்ப் பெருக்கம்,Crop production,True
Class 8,Science,Full Year,English,குரல் வளை,Larynx,True
Class 8,Science,Full Year,English,எரிதல்,Cumbustion,True
Class 8,Science,Full Year,English,உள்ளுறை வெப்ப்பம்,Latent heat,True
Class 8,Science,Full Year,English,வளைவான அமைப்பு,Curved pattern,True
Class 8,Science,Full Year,English,சுணணாம்பு நீர்,Lime water,True
Class 8,Science,Full Year,English,நெட்டலை,longitudinal wave,True
Class 8,Science,Full Year,English,மின்தடை,Resistance,True
Class 8,Science,Full Year,English,காந்தப்புலம்,Magnetic field,True
Class 8,Science,Full Year,English,உவர் நீர்,Saline water,True
Class 8,Science,Full Year,English,காந்தப்புலம்,Magnetic Field,True
Class 8,Science,Full Year,English,இரணடாம்நிலை,Secondary sex,True
Class 8,Science,Full Year,English,காந்தத்திறன்,Magnetic power,True
Class 8,Science,Full Year,English,பால் பண்புகள்,characters,True
Class 8,Science,Full Year,English,உரமிடுதல்,Manuring,True
Class 8,Science,Full Year,English,துண்டு,Segment,True
Class 8,Science,Full Year,English,எந்திரவியல்,Mechanical wave,True
Class 8,Science,Full Year,English,எலும்புக் கூடு,Skeleton,True
Class 8,Science,Full Year,English,மாதவிடைவு,Menopause,True
Class 8,Science,Full Year,English,கபாலம்,Skull,True
Class 8,Science,Full Year,English,மாதவிடாய்,Menstruation,True
Class 8,Science,Full Year,English,வழவழப்புத்தன்மை,Soapy touch,True
Class 8,Science,Full Year,English,உல�ோகஙகள்,Metals,True
Class 8,Science,Full Year,English,சூரிய ஆறறல்,Solar energy,True
Class 8,Science,Full Year,English,கணிமவியல்,Mineralogy,True
Class 8,Science,Full Year,English,புளிப்புச்சுவை,Sour Taste,True
Class 8,Science,Full Year,English,தேசியபூஙகா,National park,True
Class 8,Science,Full Year,English,விதைத்தல்,Sowing,True
Class 8,Science,Full Year,English,இயற்கைவாயு,Natural gas,True
Class 8,Science,Full Year,English,விண்வெளி ஆய்வுக்கலம்,Space probe,False
Class 8,Science,Full Year,English,இயற்கை நிறஙகாட்டி,Natural Indicator,False
Class 8,Science,Full Year,English,தன்வெப்ப்பம்,Specific heat,True
Class 8,Science,Full Year,English,நடுநிலையாக்கல்,Neutralisation,True
Class 8,Science,Full Year,English,தன் வெப்ப ப்ப ஏற்புத்திறன்,Specific heat capacity,False
Class 8,Science,Full Year,English,கரிமஅமிலம்,Organic Acid,True
Class 8,Science,Full Year,English,பதஙகமாதல்,Sublimation,True
Class 8,Science,Full Year,English,அலைவுறுதல்,Oscillate,True
Class 8,Science,Full Year,English,த�ொஙகவிடப்பட்ட,Suspended,True
Class 8,Science,Full Year,English,எலும்பு மென்மையாதல்,Osteoporosis,False
Class 8,Science,Full Year,English,மீய�ொலி,Ultrasonic,True
Class 8,Science,Full Year,English,அணடம் விடுபடுதல்,Ovulation,True
Class 8,Science,Full Year,English,மாறறஇயலாத,Unaltered,True
Class 8,Science,Full Year,English,உழுதல்,Ploughing,True
Class 8,Science,Full Year,English,அணடம் (ம) பேரணடம்,Universe,False
Class 8,Science,Full Year,English,குடிப்பதற் கு உகந்தநீர்,Potable water,False
Class 8,Science,Full Year,English,வெற்றிடக்குடுவை,Vacuum flask,True
Class 8,Science,Full Year,English,கர்ப்பமடைதல்,Pregnancy,True
Class 8,Science,Full Year,English,மாறும் இணைதிறன்,Variable valency,True
Class 8,Science,Full Year,English,எரிப�ொருள்,Propellant,True
Class 8,Science,Full Year,English,செங்குத்து,Vertical,True
Class 8,Science,Full Year,English,உந்துவிசை,Propulsion,True
Class 8,Science,Full Year,English,அதிர்வுகள்,Vibrations,True
Class 8,Science,Full Year,English,பருவமடைதல்,Puberty,True
Class 8,Science,Full Year,English,உள்ளுறுப்பு,Visceral organ,True
Class 8,Science,Full Year,English,வெப்பக்கப்பக்கதிர்வீச்சு,Radiation,True
Class 8,Science,Full Year,English,நீர்வாயு,Water gas,True
Class 8,Science,Full Year,English,தளர்ச்சிகள்,Rarefactions,True
Class 8,Science,Full Year,English,அலைநீளம்,Wave Length,True
Class 8,Science,Full Year,English,சிவப்பு தரவுப் புத்தகம்,Red Data Book,True
Class 8,Science,Full Year,English,களை,Weed,True
Class 8,Science,Full Year,English,சுத்திகரிப்பு,Refining,True
Class 8,Science,Full Year,English,வனஉயிரி,Wildlife,True
Class 8,Science,Full Year,English,குளிர்சாத னப்பெ ட்டி,Refrigerator,True
Class 8,Science,Full Year,English,காறறாறறல்,Wind energy,True
Class 8,Science,Full Year,Tamil,சரியான விடையைத் தேர்்ந்ததெடு.,I.,False
Class 8,Science,Full Year,Tamil,அறிவியல்,8th_Science_Unit-22_TM_BIO.indd 8th_Science_Unit-22_TM_BIO.indd 286 286,True
Class 8,Science,Full Year,Tamil,கோ�ோடிட்்ட இடங்்களை நிரப்புகக.,II.,False
Class 8,Science,Full Year,Tamil,என்பது ஐக் குறிக்கிறது.,WWF,False
Class 8,Science,Full Year,Tamil,பிபிஆர் என்்றறால் என்ன?,(PBR),False
Class 8,Science,Full Year,Tamil,விரிவாகக விடை டையளி.,VI.,False
Class 8,Science,Full Year,Tamil,பொ�ொருத்துகக.,III.,False
Class 8,Science,Full Year,Tamil,உயர் சிந்்தனை வினாக்்கள்.,VII.,False
Class 8,Science,Full Year,Tamil,சில,Environmental biology- Verma P S – S Chand,True
Class 8,Science,Full Year,Tamil,எடுத்துக்்ககாட்டுகள் தருக.,& co publisher.,True
Class 8,Science,Full Year,Tamil,இரண்டு,Indian wildlife –The great wildlife series,True
Class 8,Science,Full Year,Tamil,விலங்குகளின் பெயர்்களைக் கூறுக.,APApublication.,True
Class 8,Science,Full Year,Tamil,என்்றறால் என்ன?,ICUN,False
Class 8,Science,Full Year,Tamil,சுருக்்கமாகக விடை டையளி.,V.,False
Class 8,Science,Full Year,Tamil,திசு வளர்ப்பு என்்றறால் என்ன?,www.Bluecrossofindia.org,True
Class 8,Science,Full Year,Tamil,அழியும் தருவாயில் உள்ள இனங்கள் என்்றறால்,www.cpcsea.nic.in,True
Class 8,Science,Full Year,Tamil,என்ன? இரண்டு எடுத்துக்்ககாட்டுகள் தருக.,www.pbr.com,True
Class 8,Science,Full Year,Tamil,தாவரங்்கள் மற்றும் விலங்குககளைப் பாதுககாத்தல்,8th_Science_Unit-22_TM_BIO.indd 8th_Science_Unit-22_TM_BIO.indd 287 287,True
Class 8,Science,Full Year,Tamil,இயா,• CPCSEA,True
Class 8,Science,Full Year,Tamil,திரையில் தோ�ோன்றும் பக்்கத்தில் இடடது புறத்தில் என்பதனை,LIVE ANIMAL YARD,False
Class 8,Science,Full Year,Tamil,படி தோ�ோன்றும் திரையில் பொ�ொத்்ததானை சொ�ொடுக்்கவும்.,PLAY,False
Class 8,Science,Full Year,Tamil,உரலி:,https://www.aazp.in/,False
Class 8,Science,Full Year,Tamil,*படடங்கள் அடையாளத்திற்கு மட்டுமே. தேவையெனில் யை அனுமதிக்்க.,Adobe Flash,False
Class 8,Science,Full Year,Tamil,அறிவியல்கக,8th_Science_Unit-22_TM_BIO.indd 8th_Science_Unit-22_TM_BIO.indd 288 288,True
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் கால்க்,(Libre Office Calc),True
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் மென்பொருளின் வாயிலாக ஓரு அட்டவணைத்தாளை,(Spreadsheet),False
Class 8,Science,Full Year,Tamil,சார்புகளை எவவாறு பபயன்படுத்துவது எனத் தெரிந்துக�ொள்ள்ளல்.,(Functions),False
Class 8,Science,Full Year,Tamil,விளக்கப்படடங்களை உருவாக்கும் முறைகளை அறிந்துக�ொள்ள்ளல்.,(Charts),False
Class 8,Science,Full Year,Tamil,ஒப்பந்தப்புள்ளி மதிப்பீடுகள் செயதல்,(Tender,False
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் கால்க் என்பது முக்கியமாக,Evaluation),True
Class 8,Science,Full Year,Tamil,ஒவ்வொரு க்கமும் அட்டவணைததாள்,(Spread,False
Class 8,Science,Full Year,Tamil,என அழைக்கப்படும். ஒரு அட்டவணைததாள்,Sheet),False
Class 8,Science,Full Year,Tamil,ஐ அழுததவும்.,Start Button,False
Class 8,Science,Full Year,Tamil,ஐ அழுததவும்.,Libre Office Calc,False
Class 8,Science,Full Year,Tamil,சார்புகள் மூலம் கணக்கீடுகள்,(Functions),False
Class 8,Science,Full Year,Tamil,அட்டவணைக் க�ோப்புகளை,(WorkSheet),False
Class 8,Science,Full Year,Tamil,• விலை,பபயன் குப்பாய்வு செயதல் (Cost –,False
Class 8,Science,Full Year,Tamil,• அட்டவணைக் க�ோப்பின் எந்தப் குதியை,Benefit Analysis),True
Class 8,Science,Full Year,Tamil,ப�ொருள்நிலை கணக்கீடுகள் செயதல்,(Financial,False
Class 8,Science,Full Year,Tamil,பழ ைய அட்டவணைக் க�ோப்புடன் ஒன்று,Accounting),True
Class 8,Science,Full Year,Tamil,சேர்க்கர்க்க முடியும்.,8th_Science_Unit-23_TM_COM.indd 289,True
Class 8,Science,Full Year,Tamil,முதல் வரை பெயரிடடப்பட்டுள்ளன. மேலும்,"A Z AA,",False
Class 8,Science,Full Year,Tamil,வரை இருக்கும்.,"AB, AMJ",False
Class 8,Science,Full Year,Tamil,தளஙகளுக்கோ,"(Database),",True
Class 8,Science,Full Year,Tamil,ச�ொற்செயலிகளுக்கோ மாற்ற,(Word Processor),False
Class 8,Science,Full Year,Tamil,அறை,(Cell),False
Class 8,Science,Full Year,Tamil,WorkBook)பப,(WorkSheet and,False
Class 8,Science,Full Year,Tamil,அறையின் முகவரி ஆகும். பெயர்ப் பெட்டியானது,A1,False
Class 8,Science,Full Year,Tamil,தற்போது செயல்பாட் டில் உள்ள,(Name Box),False
Class 8,Science,Full Year,Tamil,தற்போது செயல்பாட்டில் உள்ள அறை Cell)பப,(Active,False
Class 8,Science,Full Year,Tamil,திறக்கும்போது தாள் எனற பபணிததாள்,(Sheet,False
Class 8,Science,Full Year,Tamil,ணிததாளில் எநத அறை ஆகி,high light,False
Class 8,Science,Full Year,Tamil,அறிவியல்,8th_Science_Unit-23_TM_COM.indd 290,True
Class 8,Science,Full Year,Tamil,செய்தல்,(Enter content in a cell),False
Class 8,Science,Full Year,Tamil,அல்லது விசைப்பலகையைப்,Mouse,True
Class 8,Science,Full Year,Tamil,க�ொண்டு வரலாம். அறை வை செயல்பாட் டில்,C2,False
Class 8,Science,Full Year,Tamil,க�ொண்டு வரவேண் டுமெனறால் அறை வை,C2,False
Class 8,Science,Full Year,Tamil,அறைத்தொகுப்பு Cells)பப,(Range of,False
Class 8,Science,Full Year,Tamil,அமிர்தா,S.,False
Class 8,Science,Full Year,Tamil,அபபரிஷ்,S.,False
Class 8,Science,Full Year,Tamil,அல்லது சதுரமாகவ�ோ அமையலாம். மற்றும்,Shift,False
Class 8,Science,Full Year,Tamil,விசைகளை ஒரேரே சமயத்தில் அழுத்துவதன்,arrow,False
Class 8,Science,Full Year,Tamil,விக்னேஷ்,M.,False
Class 8,Science,Full Year,Tamil,யாழினி,S.,False
Class 8,Science,Full Year,Tamil,கீழே க�ொடுக்கப்பட்டுள்ள படத்தில் முதல்,C6 C9,False
Class 8,Science,Full Year,Tamil,இதை,C6:C9,False
Class 8,Science,Full Year,Tamil,செயயலாம். தகவல்கள் ல் தெரியும்.,Formula Bar,False
Class 8,Science,Full Year,Tamil,Bar ல் கிளிக் செய்தும் திருததங்களை,Formula,False
Class 8,Science,Full Year,Tamil,ணித்தாளைச் சேமிக்க Menuக்குச்,File,False
Class 8,Science,Full Year,Tamil,சென்று அல்லது ஐ அழுததவும்.,Save Save As,False
Class 8,Science,Full Year,Tamil,மதிப்பெண் பட்டியலை சேமிக்க என்று,’Marks’,False
Class 8,Science,Full Year,Tamil,ல் உள்ள எனற,Standard Tool Bar Save,False
Class 8,Science,Full Year,Tamil,திறநதவுடன் இயல்பாபாகவே நமக்கு எனற,Book,False
Class 8,Science,Full Year,Tamil,வைத் தேர்வு செய்து என்பதைக்,File Menu New,False
Class 8,Science,Full Year,Tamil,வில் உள்ள ஐ அழுத்துவதன்,File Menu Close,False
Class 8,Science,Full Year,Tamil,அதில் ஐ கிளிக் செயயவும்.,Blank Workbook,False
Class 8,Science,Full Year,Tamil,திறக்க வில் உள்ள என்பதை கிளிக்,File Menu Open,False
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் கால்க்,8th_Science_Unit-23_TM_COM.indd 291,True
Class 8,Science,Full Year,Tamil,க�ொள்ள்ளலாம். ல் உள்ள எனற,Standard Tool Bar Open,False
Class 8,Science,Full Year,Tamil,உள்ள என்பதை,File Menu Exit Libre Office,False
Class 8,Science,Full Year,Tamil,தேர்வு செயவதன் மூலம் லிருந்து,Libre Office,False
Class 8,Science,Full Year,Tamil,3 அறைகளை இணைத்தல்,(Merge Cells),True
Class 8,Science,Full Year,Tamil,அறையிலும் பபதிவாகும். அதைத் தடுக்க,Merge Cells,False
Class 8,Science,Full Year,Tamil,அறை க்கு தேர்வு செயக.,A1,False
Class 8,Science,Full Year,Tamil,VIII Std A Sec’ என தட்டச்சு செயக.,’Name List,False
Class 8,Science,Full Year,Tamil,ல் உள்ள என்பதை,Format Bar Merge Cells,False
Class 8,Science,Full Year,Tamil,அறைகளைத் தேர்வு செய்து வலது,Mouse,False
Class 8,Science,Full Year,Tamil,ட்டனை கிளிக் செயக வரும் மெனுவில்,Merge,False
Class 8,Science,Full Year,Tamil,என்பதை கிளிக் செயக.,Cells,False
Class 8,Science,Full Year,Tamil,சார்புகள்,(Functions),False
Class 8,Science,Full Year,Tamil,Calc ல் தானாக அடுததடுதத,Libre Office,False
Class 8,Science,Full Year,Tamil,எடுத்துக்காட்டாக,“Libre” “Office”,False
Class 8,Science,Full Year,Tamil,இதன் மூலம்,Libre Office,False
Class 8,Science,Full Year,Tamil,அறிவியல்,8th_Science_Unit-23_TM_COM.indd 292,True
Class 8,Science,Full Year,Tamil,முடிவு,SUM (),True
Class 8,Science,Full Year,Tamil,க�ொடுக்கப்பட்ட மதிப்புகளின் கூட்டுத்தொகையைக்,SUM(A2:A6),False
Class 8,Science,Full Year,Tamil,க�ொடுக்கப்பட்ட மதிப்புகளின் சராசாpயைக் காண,AVERAGE,False
Class 8,Science,Full Year,Tamil,யன்படுகிறது,= AVERAGE(A2:A6),True
Class 8,Science,Full Year,Tamil,க�ொடுக்கப்பட்ட மதிப்புகளில் மிகப்பெரிய,MAX(),True
Class 8,Science,Full Year,Tamil,எண்ணைக் காண உதவுகிறது,= MAX(A2:A6),True
Class 8,Science,Full Year,Tamil,க�ொடுக்கப்பட்ட மதிப்புகளில் மிகச்சிறிய எண்ணைக்,MIN(A2:A6),False
Class 8,Science,Full Year,Tamil,காண உதவுகிறது,COUNT(),True
Class 8,Science,Full Year,Tamil,தேர்வு செயயப்பட்ட இடத்தில் ம�ொததம் எத்தனை,= COUNT(A2:A6),True
Class 8,Science,Full Year,Tamil,6.1 எண்கணிதச் செயற்குறிகள்,(Arithmetic Operators),True
Class 8,Science,Full Year,Tamil,6.2 ஒப்பிட்டு செயற்குறிகள்,(Relational Operators),True
Class 8,Science,Full Year,Tamil,முடிவுகள் அல்லது என்பவற்றில் ஒரு,True False,False
Class 8,Science,Full Year,Tamil,சுமமாக,A1 = B2,True
Class 8,Science,Full Year,Tamil,<> சமமற்றதாக,C1 <> D1,True
Class 8,Science,Full Year,Tamil,பெரியதாக,B2 > 50,True
Class 8,Science,Full Year,Tamil,சிறியதாக,C5 < 100,True
Class 8,Science,Full Year,Tamil,பெரியதாக அல்லது சமமாக,A1 B2,False
Class 8,Science,Full Year,Tamil,சிறியதாக அல்லது சமமாக,E5,False
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் கால்க்,8th_Science_Unit-23_TM_COM.indd 293,True
Class 8,Science,Full Year,Tamil,இப்போது ம�ொதத ணத்தைக் கணக்கிடட,E7,False
Class 8,Science,Full Year,Tamil,எனற அறையில் என தட்டச்சு,=E3+E4+E5+E6,False
Class 8,Science,Full Year,Tamil,செய்து விசையை அழுததவும். அல்லது,Enter,False
Class 8,Science,Full Year,Tamil,என அறை ல் தட்டச்சு,Sum (E3:E6) E7,False
Class 8,Science,Full Year,Tamil,ஒப்பிடப் யன்படுகிறது.,(Relational Expressions),False
Class 8,Science,Full Year,Tamil,இச்செ யலிகள் அல்லது எனற முடிவுகளில்,True False,False
Class 8,Science,Full Year,Tamil,இநத க�ோப்பை எனற பெயரில்,“Market”,False
Class 8,Science,Full Year,Tamil,தர்க்கச் செயற்குறிகள்:,"NOT, AND, OR",False
Class 8,Science,Full Year,Tamil,எடுத்துக்காட்டு,(Sorting Data),True
Class 8,Science,Full Year,Tamil,> Sort கிளிக் செயக.,Data,False
Class 8,Science,Full Year,Tamil,எனற அறையில் என தட்டச்சு,E3 C3*D3,False
Class 8,Science,Full Year,Tamil,செய்தல்,(Working with Charts),False
Class 8,Science,Full Year,Tamil,> Chart கிளிக் செயக அல்லது “Insert,• Insert,False
Class 8,Science,Full Year,Tamil,எனற குறும்படடத்தை கிளிக் செயக.,Chart”,False
Class 8,Science,Full Year,Tamil,அறிவியல்,8th_Science_Unit-23_TM_COM.indd 294,True
Class 8,Science,Full Year,Tamil,சரியான விடையைத் தேர்ந்தெடு.,I.,False
Class 8,Science,Full Year,Tamil,அ) ஆ) இ) ஈ),Average Sum Min Max,False
Class 8,Science,Full Year,Tamil,பினவரும் வினாக்களுக்கு விடையளி,II.,False
Class 8,Science,Full Year,Tamil,எனற சார்பை,Count,False
Class 8,Science,Full Year,Tamil,அ),ampersand,False
Class 8,Science,Full Year,Tamil,ஆ),comma,False
Class 8,Science,Full Year,Tamil,இ),exclamation,False
Class 8,Science,Full Year,Tamil,ஈ),hyperlink,False
Class 8,Science,Full Year,Tamil,சார்புகளின் பபயனகள் யாவை?,Max Min,False
Class 8,Science,Full Year,Tamil,ஆ) > ஐ),ஈ) NOT,False
Class 8,Science,Full Year,Tamil,லிப்ரே ஆபீஸ் கால்க்,8th_Science_Unit-23_TM_COM.indd 295,True
Class 8,Science,Full Year,Tamil,அமிலம்,Acid,True
Class 8,Science,Full Year,Tamil,காடு அழிப்பு,Deforestation,True
Class 8,Science,Full Year,Tamil,அமிலமழை,Acid rain,True
Class 8,Science,Full Year,Tamil,அடர்த்தி,Density,True
Class 8,Science,Full Year,Tamil,வளர் இளம் பருவம்,Adolescence,True
Class 8,Science,Full Year,Tamil,படிதல்,Deposition,True
Class 8,Science,Full Year,Tamil,காடுவளர்ப்பு,Afforestation,True
Class 8,Science,Full Year,Tamil,பரிமாணஙகள்,Dimensions,True
Class 8,Science,Full Year,Tamil,வேளாண்மை,Agriculture,True
Class 8,Science,Full Year,Tamil,மின்னிறக்கக்குழாய்,Discharge tube,True
Class 8,Science,Full Year,Tamil,உழவியல்,Agronomy,True
Class 8,Science,Full Year,Tamil,புவித்தொடுப்பு,Earthing,True
Class 8,Science,Full Year,Tamil,உணவுப் பாதை,Alimentary canal,True
Class 8,Science,Full Year,Tamil,மின்புலம்,Electric field,True
Class 8,Science,Full Year,Tamil,வீச்சு,Amplitude,True
Class 8,Science,Full Year,Tamil,மினனழுத்தம்,Electric potential,True
Class 8,Science,Full Year,Tamil,நேர்மினவாய்,Anode,True
Class 8,Science,Full Year,Tamil,மின்னிறக்கம்,Electrical discharge,True
Class 8,Science,Full Year,Tamil,அமிலநீக்கி,Antacid,True
Class 8,Science,Full Year,Tamil,மினனாறபகுத்தல்,Electrolysis,True
Class 8,Science,Full Year,Tamil,செயற்கை நிறஙகாட்டி,Artificial Indicator,False
Class 8,Science,Full Year,Tamil,மின்முலாம் பூசுதல்,Electroplating,True
Class 8,Science,Full Year,Tamil,செயற்கை சுவாசம்,Artificial respiration,True
Class 8,Science,Full Year,Tamil,ஆபத்தான இனஙகள்,Endangered species,False
Class 8,Science,Full Year,Tamil,விண்வெளி வீரர்,Astronaut,True
Class 8,Science,Full Year,Tamil,நாளமில்லா சுரப்பிகள்,Endocrine glands,False
Class 8,Science,Full Year,Tamil,மினகடத்தாப் ப�ொருள்,Bad conductor,True
Class 8,Science,Full Year,Tamil,உள் எலும்புக்கூடு,Endoskeleton,True
Class 8,Science,Full Year,Tamil,சரிவிகித உணவு,Balanced diet,True
Class 8,Science,Full Year,Tamil,உரம்,Fertilizer,True
Class 8,Science,Full Year,Tamil,காரம்,Base,True
Class 8,Science,Full Year,Tamil,கசையிைழ,Flagellum,True
Class 8,Science,Full Year,Tamil,உயிரி டீசல்,Bio Diesel,True
Class 8,Science,Full Year,Tamil,இலையில் தெளிப்பு,Foliar spray,True
Class 8,Science,Full Year,Tamil,உயிர்உரம்,Bio fertilizer,True
Class 8,Science,Full Year,Tamil,உறைநிலை,Freezing point,True
Class 8,Science,Full Year,Tamil,உயிரி பூச்சிக்கொல்லி,Bio pesticide,True
Class 8,Science,Full Year,Tamil,உராய்வு,Friction,True
Class 8,Science,Full Year,Tamil,உயிரி க�ொன்றுண்ணிகள்,Bio pradators,False
Class 8,Science,Full Year,Tamil,எரிப�ொருள்,Fuel,True
Class 8,Science,Full Year,Tamil,ளம்,Biosphere,True
Class 8,Science,Full Year,Tamil,மின்உருகு இழை,Fuse,True
Class 8,Science,Full Year,Tamil,க�ொதிநிலை,Boiling point,True
Class 8,Science,Full Year,Tamil,விண்மீன்திரள்,Galaxy,True
Class 8,Science,Full Year,Tamil,எலும்பு மஜ்ைஜ,Bone marrow,True
Class 8,Science,Full Year,Tamil,புவி வடமுனை,Geographic north,True
Class 8,Science,Full Year,Tamil,தாவரவியல் பூஙகா,Botanical garden,True
Class 8,Science,Full Year,Tamil,புவியியல்,Geological,True
Class 8,Science,Full Year,Tamil,குருத்தெலும்பு,Cartilages,True
Class 8,Science,Full Year,Tamil,புவி வெப்ப ப்பமயமாதல்,Global warming,True
Class 8,Science,Full Year,Tamil,எதிர்மினவாய்,Cathode,True
Class 8,Science,Full Year,Tamil,உலக வெப்ப ப்பமயமாதல்,Global warming,False
Class 8,Science,Full Year,Tamil,மின்துகள்,Charge,True
